Timestamp,Alignment Status,Rotation Angle,Upper Left Angle,Upper Right Angle,Lower Right Angle,Lower Left Angle
2023-12-19 12:21:24,No ArUco markers detected
2023-12-19 12:21:25,No ArUco markers detected
2023-12-19 12:21:26,No ArUco markers detected
2023-12-19 12:21:27,No ArUco markers detected
2023-12-19 12:21:28,No ArUco markers detected
2023-12-19 12:21:29,No ArUco markers detected
2023-12-19 12:21:30,No ArUco markers detected
2023-12-19 12:21:31,No ArUco markers detected
2023-12-19 12:21:32,No ArUco markers detected
